points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/mauripa99c.html', 'name': 'P. Maurice'}]",NHL,WPG,2017-18,0,0,0,Winnipeg Jets,0,,0,0,
87,"[{'link': '/coaches/mauripa99c.html', 'name': 'P. Maurice'}]",NHL,WPG,2016-17,40,35,7,Winnipeg Jets,.530,,0,82,5th
78,"[{'link': '/coaches/mauripa99c.html', 'name': 'P. Maurice'}]",NHL,WPG,2015-16,35,39,8,Winnipeg Jets,.476,,0,82,7th
99,"[{'link': '/coaches/mauripa99c.html', 'name': 'P. Maurice'}]",NHL,WPG,2014-15,43,26,13,Winnipeg Jets,.604,Lost NHL First Round,0,82,5th
84,"[{'link': '/coaches/noelcl01c.html', 'name': 'C. Noel'}, {'link': '/coaches/mauripa99c.html', 'name': 'P. Maurice'}]",NHL,WPG,2013-14,37,35,10,Winnipeg Jets,.512,,0,82,7th
51,"[{'link': '/coaches/noelcl01c.html', 'name': 'C. Noel'}]",NHL,WPG,2012-13,24,21,3,Winnipeg Jets,.531,,0,48,2nd
84,"[{'link': '/coaches/noelcl01c.html', 'name': 'C. Noel'}]",NHL,WPG,2011-12,37,35,10,Winnipeg Jets,.512,,0,82,3rd
80,"[{'link': '/coaches/ramsacr01c.html', 'name': 'C. Ramsay'}]",NHL,ATL,2010-11,34,36,12,Atlanta Thrashers,.488,,0,82,4th
83,"[{'link': '/coaches/anderjo01c.html', 'name': 'J. Anderson'}]",NHL,ATL,2009-10,35,34,13,Atlanta Thrashers,.506,,0,82,2nd
76,"[{'link': '/coaches/anderjo01c.html', 'name': 'J. Anderson'}]",NHL,ATL,2008-09,35,41,6,Atlanta Thrashers,.463,,0,82,4th
76,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}, {'link': '/coaches/waddedo01c.html', 'name': 'D. Waddell'}]",NHL,ATL,2007-08,34,40,8,Atlanta Thrashers,.463,,0,82,4th
97,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,ATL,2006-07,43,28,11,Atlanta Thrashers,.591,Lost NHL Conference Quarter-Finals,0,82,1st
90,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,ATL,2005-06,41,33,8,Atlanta Thrashers,.549,,0,82,3rd
78,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,ATL,2003-04,33,37,4,Atlanta Thrashers,.476,,8,82,2nd
74,"[{'link': '/coaches/frasecu01c.html', 'name': 'C. Fraser'}, {'link': '/coaches/waddedo01c.html', 'name': 'D. Waddell'}, {'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,ATL,2002-03,31,39,5,Atlanta Thrashers,.451,,7,82,3rd
54,"[{'link': '/coaches/frasecu01c.html', 'name': 'C. Fraser'}]",NHL,ATL,2001-02,19,47,5,Atlanta Thrashers,.329,,11,82,5th
60,"[{'link': '/coaches/frasecu01c.html', 'name': 'C. Fraser'}]",NHL,ATL,2000-01,23,45,2,Atlanta Thrashers,.366,,12,82,4th
39,"[{'link': '/coaches/frasecu01c.html', 'name': 'C. Fraser'}]",NHL,ATL,1999-00,14,57,4,Atlanta Thrashers,.238,,7,82,5th
